dataset_key,run,model_name,image_AUROC,image_F1Score,error
manufacturing_defects_private,3,Patchcore,0.7610723376274109,0.6800000071525574,
manufacturing_defects_private,3,PaDiM,0.9615384340286255,0.8888888955116272,
manufacturing_defects_private,3,DFM,0.9953380227088928,0.9411764740943909,
manufacturing_defects_private,3,CFA,0.7680652141571045,0.6000000238418579,
manufacturing_defects_private,3,STFPM,0.39510485529899597,0.5853658318519592,
manufacturing_defects_private,4,Patchcore,0.6794871687889099,0.6117647290229797,
manufacturing_defects_private,4,PaDiM,0.9568764567375183,0.8965517282485962,
manufacturing_defects_private,4,DFM,0.9953380227088928,0.9411764740943909,
manufacturing_defects_private,4,CFA,0.7552447319030762,0.6052631735801697,
manufacturing_defects_private,4,STFPM,0.49067598581314087,0.6117647290229797,
manufacturing_defects_private,5,Patchcore,0.8414917588233948,0.7659574747085571,
manufacturing_defects_private,5,PaDiM,0.9603729248046875,0.8888888955116272,
manufacturing_defects_private,5,DFM,0.9953380227088928,0.9411764740943909,
manufacturing_defects_private,5,CFA,0.7902098298072815,0.649350643157959,
manufacturing_defects_private,5,STFPM,0.45163172483444214,0.5569620132446289,
manufacturing_defects_private,6,Patchcore,0.6398601531982422,0.6499999761581421,
manufacturing_defects_private,6,PaDiM,0.9813519716262817,0.9019607901573181,
manufacturing_defects_private,6,DFM,0.9953380227088928,0.9411764740943909,
manufacturing_defects_private,6,CFA,0.7750583291053772,0.6172839403152466,
manufacturing_defects_private,6,STFPM,0.4912587106227875,0.5,
manufacturing_defects_private,7,Patchcore,0.8519813418388367,0.7241379022598267,
manufacturing_defects_private,7,PaDiM,0.976689875125885,0.8846153616905212,
manufacturing_defects_private,7,DFM,0.9953380227088928,0.9411764740943909,
manufacturing_defects_private,7,CFA,0.7657342553138733,0.6052631735801697,
manufacturing_defects_private,7,STFPM,0.47727271914482117,0.5679012537002563,
manufacturing_defects_private,8,Patchcore,0.7925407886505127,0.6071428656578064,
manufacturing_defects_private,8,PaDiM,0.9638694524765015,0.8510638475418091,
manufacturing_defects_private,8,DFM,0.9953380227088928,0.9411764740943909,
manufacturing_defects_private,8,CFA,0.7389277815818787,0.5952380895614624,
manufacturing_defects_private,8,STFPM,0.4277389347553253,0.6117647290229797,
manufacturing_defects_private,9,Patchcore,0.6923076510429382,0.6301369667053223,
manufacturing_defects_private,9,PaDiM,0.9603729248046875,0.8627451062202454,
manufacturing_defects_private,9,DFM,0.9953380227088928,0.9411764740943909,
manufacturing_defects_private,9,CFA,0.7727273106575012,0.6024096608161926,
manufacturing_defects_private,9,STFPM,0.4463869333267212,0.6117647290229797,
manufacturing_defects_private,10,Patchcore,0.8379952907562256,0.7058823704719543,
manufacturing_defects_private,10,PaDiM,0.9673659801483154,0.8163265585899353,
manufacturing_defects_private,10,DFM,0.9953380227088928,0.9411764740943909,
manufacturing_defects_private,10,CFA,0.7319347262382507,0.6117647290229797,
manufacturing_defects_private,10,STFPM,0.43589743971824646,0.5783132314682007,
